,Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Payment Method,Frequency of Purchases,Date,IQR_Purchase Amount (USD),IQR_Previous Purchases
1551,1552,64.0,Male,Handbag,Accessories,Minnesota,M,Olive,Summer,3.7,No,2-Day Shipping,Yes,Yes,Credit Card,Monthly,2021-03-11 14:02:03.724031800,29.0,13.0
1552,1553,54.0,Male,Blouse,Clothing,New Mexico,L,Purple,Spring,3.0,No,Express,Yes,Yes,Credit Card,Monthly,2021-03-11 20:46:28.407283920,49.0,20.0
1553,1554,27.0,Male,Blouse,Clothing,Delaware,M,Indigo,Spring,4.8,No,Free Shipping,Yes,Yes,Debit Card,Quarterly,2021-03-12 03:30:53.090536032,62.0,21.0
1554,1555,64.0,Male,Shorts,Clothing,Utah,S,Lavender,Winter,2.7,No,Standard,Yes,Yes,Cash,Bi-Weekly,2021-03-12 10:15:17.773788152,48.0,18.0
1555,1556,43.0,Male,Shorts,Clothing,Ohio,S,Cyan,Winter,4.5,No,Free Shipping,Yes,Yes,Cash,Quarterly,2021-03-12 16:59:42.457040264,47.0,44.0
1556,1557,44.022402159244265,Male,Hoodie,Clothing,Alabama,M,Gold,Fall,2.7,No,Standard,Yes,Yes,Credit Card,Quarterly,2021-03-12 23:44:07.140292384,57.0,26.0
1557,1558,27.0,Male,Backpack,Accessories,South Dakota,L,Magenta,Fall,3.5,No,Next Day Air,Yes,Yes,PayPal,Quarterly,2021-03-13 06:28:31.823544496,34.0,34.0
1558,1559,44.022402159244265,Male,Sunglasses,Accessories,New Mexico,XL,Teal,Fall,3.5,No,Express,Yes,Yes,Credit Card,Every 3 Months,2021-03-13 13:12:56.506796616,66.86180836707152,24.0
1559,1560,43.0,Male,Scarf,Accessories,Oregon,L,Beige,Fall,4.5,No,Store Pickup,Yes,Yes,PayPal,Fortnightly,2021-03-13 19:57:21.190048728,94.0,23.0
1560,1561,57.0,Not Specified,Hat,Accessories,Oregon,M,Teal,Winter,3.8,No,Free Shipping,Yes,Yes,Debit Card,Weekly,2021-03-14 02:41:45.873300848,84.0,3.0
1561,1562,50.0,Male,Scarf,Accessories,Mississippi,M,Indigo,Summer,3.8,No,Standard,Yes,Yes,Bank Transfer,Quarterly,2021-03-14 09:26:10.556552960,38.0,2.0
1562,1563,37.0,Male,Scarf,Accessories,Alabama,M,Purple,Winter,3.2,No,Next Day Air,Yes,Yes,Venmo,Bi-Weekly,2021-03-14 16:10:35.239805080,75.0,23.0
1563,1564,68.0,Male,Pants,Clothing,Kansas,M,Teal,Fall,4.3,No,Next Day Air,Yes,Yes,Cash,Weekly,2021-03-14 22:54:59.923057192,44.0,8.0
1564,1565,22.0,Male,Backpack,Accessories,California,XL,Turquoise,Summer,4.5,No,Next Day Air,Yes,Yes,Debit Card,Every 3 Months,2021-03-15 05:39:24.606309304,33.0,30.0
1565,1566,58.0,Male,Sunglasses,Accessories,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,Yes,PayPal,Annually,2021-03-15 12:23:49.289561424,93.0,48.0
1566,1567,48.0,Male,Sneakers,Footwear,Wyoming,S,Green,Winter,3.0,No,Free Shipping,Yes,Yes,Cash,Bi-Weekly,2021-03-15 19:08:13.972813536,66.86180836707152,21.0
1567,1568,30.0,Male,Backpack,Accessories,Minnesota,M,Turquoise,Spring,4.1,No,Standard,Yes,Yes,Cash,Monthly,2021-03-16 01:52:38.656065656,33.0,9.0
1568,1569,51.0,Male,Sneakers,Footwear,Washington,L,Yellow,Spring,4.6,No,Store Pickup,Yes,Yes,Debit Card,Monthly,2021-03-16 08:37:03.339317768,76.0,8.0
1569,1570,20.0,Male,Skirt,Clothing,Hawaii,M,Orange,Summer,2.9,No,Standard,Yes,Yes,Debit Card,Weekly,2021-03-16 15:21:28.022569888,63.0,29.0
1570,1571,30.0,Male,Pants,Clothing,Missouri,L,Brown,Winter,4.8,No,Next Day Air,Yes,Yes,Bank Transfer,Every 3 Months,2021-03-16 22:05:52.705822000,41.0,3.0
1571,1572,28.0,Male,Jewelry,Accessories,Colorado,L,Silver,Winter,4.5,No,Next Day Air,Yes,Yes,Bank Transfer,Fortnightly,2021-03-17 04:50:17.389074120,62.0,11.0
1572,1573,37.0,Male,Skirt,Clothing,Washington,L,White,Summer,3.4,No,2-Day Shipping,Yes,Yes,Debit Card,Monthly,2021-03-17 11:34:42.072326232,92.0,25.0
1573,1574,36.0,Male,T-shirt,Clothing,Idaho,L,Indigo,Summer,4.3,No,2-Day Shipping,Yes,Yes,Debit Card,Weekly,2021-03-17 11:34:42.072326232,31.0,25.0
1574,1575,18.0,Male,Skirt,Clothing,Idaho,S,Magenta,Spring,4.2,No,Free Shipping,Yes,Yes,PayPal,Bi-Weekly,2021-03-18 01:03:31.438830464,25.0,32.0
1575,1576,52.0,Male,Shirt,Clothing,California,M,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,Cash,Fortnightly,2021-03-18 07:47:56.122082584,28.0,28.0
1576,1577,56.0,Male,Dress,Clothing,Michigan,M,White,Spring,3.7,No,2-Day Shipping,Yes,Yes,PayPal,Monthly,2021-03-18 14:32:20.805334696,75.0,36.0
1577,1578,68.0,Male,Boots,Footwear,Delaware,S,Olive,Spring,4.0,No,Standard,Yes,Yes,Venmo,Fortnightly,2021-03-18 21:16:45.488586816,34.0,7.0
1578,1579,62.0,Male,Pants,Clothing,California,S,Maroon,Winter,4.9,No,2-Day Shipping,Yes,Yes,PayPal,Quarterly,2021-03-19 04:01:10.171838928,97.0,2.0
1579,1580,35.0,Male,Jacket,Outerwear,Oklahoma,M,Violet,Summer,3.1,No,Free Shipping,Yes,Yes,Bank Transfer,Monthly,2021-03-19 04:01:10.171838928,62.0,6.0
1580,1581,65.0,Male,Sneakers,Footwear,North Dakota,L,Cyan,Summer,3.7,No,Standard,Yes,Yes,Cash,Annually,2021-03-19 04:01:10.171838928,71.0,30.0
1581,1582,69.0,Male,Jewelry,Accessories,Ohio,L,Teal,Fall,4.2,No,Free Shipping,Yes,Yes,Cash,Quarterly,2021-03-20 00:14:24.221595280,77.0,46.0
1582,1583,28.0,Male,Belt,Accessories,Hawaii,L,Red,Spring,2.5,No,Next Day Air,Yes,Yes,Cash,Monthly,2021-03-20 06:58:48.904847392,41.0,39.0
1583,1584,37.0,Male,Scarf,Accessories,Maryland,XL,Yellow,Summer,4.3,No,Next Day Air,Yes,Yes,Venmo,Annually,2021-03-20 13:43:13.588099512,92.0,8.0
1584,1585,41.0,Not Specified,Blouse,Clothing,Hawaii,S,Silver,Spring,3.1,No,Store Pickup,Yes,Yes,Credit Card,Quarterly,2021-03-20 20:27:38.271351624,95.0,24.0
1585,1586,37.0,Male,Sweater,Clothing,Alabama,M,Charcoal,Fall,3.0,No,Next Day Air,Yes,Yes,Debit Card,Fortnightly,2021-03-21 03:12:02.954603744,25.0,40.0
1586,1587,25.0,Male,Boots,Footwear,Oklahoma,M,Purple,Fall,4.0,No,Express,Yes,Yes,Bank Transfer,Weekly,2021-03-21 09:56:27.637855856,77.0,21.0
1587,1588,41.0,Male,Socks,Clothing,Alabama,M,Beige,Summer,3.5,No,Free Shipping,Yes,Yes,Credit Card,Fortnightly,2021-03-21 16:40:52.321107976,99.0,33.0
1588,1589,48.0,Male,Belt,Accessories,Vermont,L,Cyan,Winter,3.2,No,Next Day Air,Yes,Yes,Venmo,Monthly,2021-03-21 23:25:17.004360088,120.0,3.0
1589,1590,42.0,Male,Sneakers,Footwear,Ohio,M,Silver,Summer,2.7,No,Store Pickup,Yes,Yes,Cash,Weekly,2021-03-22 06:09:41.687612208,72.0,48.0
1590,1591,54.0,Male,Jeans,Clothing,Wisconsin,S,Pink,Winter,3.0,No,Free Shipping,Yes,Yes,PayPal,Annually,2021-03-22 12:54:06.370864320,80.0,8.0
1591,1592,18.0,Male,Skirt,Clothing,South Dakota,L,Gold,Winter,2.9,No,Next Day Air,Yes,Yes,PayPal,Annually,2021-03-22 19:38:31.054116440,100.0,24.0
1592,1593,56.0,Male,Shoes,Footwear,Iowa,M,Cyan,Summer,3.3,No,Free Shipping,Yes,Yes,Bank Transfer,Every 3 Months,2021-03-23 02:22:55.737368552,83.0,10.0
1593,1594,61.0,Male,Dress,Clothing,Maryland,M,Black,Spring,4.9,No,2-Day Shipping,Yes,Yes,Bank Transfer,Monthly,2021-03-23 09:07:20.420620672,66.86180836707152,25.0
1594,1595,40.0,Male,Handbag,Accessories,Colorado,XL,Charcoal,Summer,3.7,No,Store Pickup,Yes,Yes,Cash,Fortnightly,2021-03-23 15:51:45.103872784,41.0,3.0
1595,1596,34.0,Male,Backpack,Accessories,Wisconsin,S,Magenta,Spring,3.5,No,Standard,Yes,Yes,Debit Card,Fortnightly,2021-03-23 22:36:09.787124904,35.0,45.0
1596,1597,42.0,Male,Jewelry,Accessories,Mississippi,S,Pink,Fall,4.7,No,Store Pickup,Yes,Yes,Debit Card,Monthly,2021-03-24 05:20:34.470377016,30.0,15.0
1597,1598,43.0,Male,Hat,Accessories,Mississippi,XL,Maroon,Winter,2.6,No,Store Pickup,Yes,Yes,Bank Transfer,Quarterly,2021-03-24 12:04:59.153629136,105.0,18.0
1598,1599,47.0,Male,Jewelry,Accessories,California,M,Teal,Fall,4.1,No,Express,Yes,Yes,Venmo,Bi-Weekly,2021-03-24 12:04:59.153629136,85.0,21.0
1599,1600,48.0,Male,Shirt,Clothing,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly,2021-03-25 01:33:48.520133368,54.0,22.0
1600,1601,20.0,Male,Boots,Footwear,Montana,S,Yellow,Spring,4.7,No,Next Day Air,Yes,Yes,PayPal,Weekly,2021-03-25 08:18:13.203385480,26.0,24.0
1601,1602,65.0,Male,Shirt,Clothing,Indiana,XL,Red,Spring,2.9,No,Store Pickup,Yes,Yes,Credit Card,Monthly,2021-03-25 15:02:37.886637600,59.0,33.0
1602,1603,54.0,Male,Sunglasses,Accessories,West Virginia,S,Charcoal,Winter,2.8,No,Free Shipping,Yes,Yes,Venmo,Fortnightly,2021-03-25 21:47:02.569889712,48.0,25.0
1603,1604,23.0,Male,Shorts,Clothing,Idaho,L,Black,Summer,4.3,No,Next Day Air,Yes,Yes,Debit Card,Bi-Weekly,2021-03-26 04:31:27.253141832,98.0,17.0
1604,1605,18.0,Male,Sweater,Clothing,Maine,M,White,Summer,4.8,No,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months,2021-03-26 11:15:51.936393944,92.0,25.0
1605,1606,70.0,Male,Belt,Accessories,Connecticut,M,Lavender,Winter,3.4,No,Next Day Air,Yes,Yes,Credit Card,Bi-Weekly,2021-03-26 18:00:16.619646064,46.0,15.0
1606,1607,55.0,Male,T-shirt,Clothing,Kansas,S,White,Spring,4.3,No,Standard,Yes,Yes,PayPal,Fortnightly,2021-03-27 00:44:41.302898176,21.0,4.0
1607,1608,49.0,Male,Shorts,Clothing,Vermont,S,Gray,Fall,2.7,No,Free Shipping,Yes,Yes,Debit Card,Quarterly,2021-03-27 07:29:05.986150296,72.0,43.0
1608,1609,26.0,Male,Sandals,Footwear,Nebraska,XL,Cyan,Fall,4.6,No,Next Day Air,Yes,Yes,Bank Transfer,Bi-Weekly,2021-03-27 14:13:30.669402408,58.0,12.0
1609,1610,33.0,Male,Shirt,Clothing,Nevada,S,Brown,Fall,4.1,No,Standard,Yes,Yes,Venmo,Monthly,2021-03-27 14:13:30.669402408,93.0,3.0
1610,1611,20.0,Male,Socks,Clothing,Tennessee,L,Purple,Spring,3.4,No,2-Day Shipping,Yes,Yes,PayPal,Annually,2021-03-28 03:42:20.035906640,31.0,1.0
1611,1612,44.022402159244265,Male,Pants,Clothing,Arkansas,L,Yellow,Winter,4.5,No,Next Day Air,Yes,Yes,Debit Card,Monthly,2021-03-28 10:26:44.719158760,26.0,6.0
1612,1613,18.0,Male,Skirt,Clothing,Wisconsin,M,Indigo,Summer,4.4,No,Standard,Yes,Yes,Venmo,Monthly,2021-03-28 17:11:09.402410872,68.0,26.0
1613,1614,26.0,Male,Jewelry,Accessories,Illinois,S,Black,Summer,4.0,No,Next Day Air,Yes,Yes,Credit Card,Fortnightly,2021-03-28 23:55:34.085662992,31.0,6.0
1614,1615,30.0,Male,T-shirt,Clothing,Kansas,S,Gray,Summer,3.4,No,Free Shipping,Yes,Yes,Cash,Bi-Weekly,2021-03-29 06:39:58.768915104,41.0,22.0
1615,1616,64.0,Male,Jewelry,Accessories,New York,M,Indigo,Fall,3.2,No,Standard,Yes,Yes,Cash,Bi-Weekly,2021-03-29 13:24:23.452167224,62.0,45.0
1616,1617,26.0,Not Specified,Hat,Accessories,Colorado,M,Green,Spring,3.4,No,Standard,Yes,Yes,Cash,Quarterly,2021-03-29 20:08:48.135419336,41.0,50.0
1617,1618,43.0,Not Specified,Blouse,Clothing,Wisconsin,M,Peach,Winter,4.3,No,Standard,Yes,Yes,Credit Card,Fortnightly,2021-03-30 02:53:12.818671448,64.0,44.5
1618,1619,63.0,Male,Sandals,Footwear,Michigan,L,Purple,Summer,5.0,No,Standard,Yes,Yes,Debit Card,Quarterly,2021-03-30 09:37:37.501923568,72.0,39.0
1619,1620,57.0,Male,Handbag,Accessories,Hawaii,L,Beige,Winter,3.5,No,Store Pickup,Yes,Yes,Venmo,Bi-Weekly,2021-03-30 16:22:02.185175680,78.0,50.0
1620,1621,25.0,Male,Hat,Accessories,Virginia,M,Charcoal,Winter,3.1,No,2-Day Shipping,Yes,Yes,PayPal,Every 3 Months,2021-03-30 23:06:26.868427800,47.0,27.0
1621,1622,68.0,Male,Scarf,Accessories,Ohio,L,Gray,Summer,3.9,No,2-Day Shipping,Yes,Yes,Debit Card,Fortnightly,2021-03-31 05:50:51.551679912,46.0,38.0
1622,1623,31.0,Male,Shorts,Clothing,Missouri,S,Brown,Winter,4.0,No,Store Pickup,Yes,Yes,Bank Transfer,Every 3 Months,2021-03-31 12:35:16.234932032,43.0,37.0
1623,1624,44.022402159244265,Male,Backpack,Accessories,Indiana,M,Cyan,Summer,3.5,No,Next Day Air,Yes,Yes,Debit Card,Annually,2021-03-31 19:19:40.918184144,58.0,50.0
1624,1625,38.0,Male,Sweater,Clothing,Florida,M,White,Winter,3.6,No,Free Shipping,Yes,Yes,PayPal,Every 3 Months,2021-04-01 02:04:05.601436264,32.0,40.0
1625,1626,34.0,Male,Skirt,Clothing,Minnesota,L,Beige,Winter,3.0,No,Next Day Air,Yes,Yes,PayPal,Bi-Weekly,2021-04-01 08:48:30.284688376,45.0,3.0
1626,1627,32.0,Male,Sneakers,Footwear,Nevada,L,Orange,Summer,2.6,No,Next Day Air,Yes,Yes,Credit Card,Bi-Weekly,2021-04-01 15:32:54.967940496,35.0,45.0
1627,1628,69.0,Male,Sunglasses,Accessories,Maine,M,Olive,Winter,2.9,No,Next Day Air,Yes,Yes,Credit Card,Annually,2021-04-01 22:17:19.651192608,21.0,8.0
1628,1629,45.0,Male,Dress,Clothing,Massachusetts,S,Teal,Winter,3.1,No,Next Day Air,Yes,Yes,Cash,Monthly,2021-04-02 05:01:44.334444728,64.0,7.0
1629,1630,35.0,Male,Blouse,Clothing,North Dakota,S,Silver,Spring,3.3,No,Next Day Air,Yes,Yes,Venmo,Quarterly,2021-04-02 11:46:09.017696840,88.0,13.0
1630,1631,63.0,Male,Shoes,Footwear,New Jersey,M,Gold,Summer,2.9,No,Store Pickup,Yes,Yes,Venmo,Every 3 Months,2021-04-02 18:30:33.700948960,48.0,10.0
1631,1632,65.0,Male,Sweater,Clothing,Indiana,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,Bank Transfer,Fortnightly,2021-04-03 01:14:58.384201072,36.0,7.0
1632,1633,35.0,Male,Gloves,Accessories,Oregon,S,White,Summer,4.7,No,2-Day Shipping,Yes,Yes,Debit Card,Every 3 Months,2021-04-03 07:59:23.067453192,28.0,50.0
1633,1634,54.0,Male,Socks,Clothing,North Dakota,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly,2021-04-03 14:43:47.750705304,80.0,33.0
1634,1635,28.0,Male,Coat,Outerwear,South Carolina,S,Orange,Summer,3.6,No,Store Pickup,Yes,Yes,Cash,Every 3 Months,2021-04-03 21:28:12.433957424,23.0,30.0
1635,1636,68.0,Male,Sunglasses,Accessories,North Carolina,L,Violet,Summer,3.2,No,Standard,Yes,Yes,Cash,Annually,2021-04-03 21:28:12.433957424,24.0,40.0
1636,1637,58.0,Male,Boots,Footwear,North Dakota,L,Green,Fall,4.0,No,Free Shipping,Yes,Yes,Cash,Fortnightly,2021-04-03 21:28:12.433957424,22.0,49.0
1637,1638,35.0,Male,Dress,Clothing,Massachusetts,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,Venmo,Fortnightly,2021-04-04 17:41:26.483713768,21.0,32.0
1638,1639,68.0,Male,Jacket,Outerwear,Idaho,M,Black,Spring,4.6,No,Free Shipping,Yes,Yes,Venmo,Weekly,2021-04-05 00:25:51.166965888,51.0,18.0
1639,1640,41.0,Male,Gloves,Accessories,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,Yes,PayPal,Annually,2021-04-05 07:10:15.850218000,65.0,50.0
1640,1641,65.0,Not Specified,Scarf,Accessories,Tennessee,S,Magenta,Spring,4.0,No,2-Day Shipping,Yes,Yes,PayPal,Weekly,2021-04-05 13:54:40.533470120,51.0,13.0
1641,1642,50.0,Male,Hoodie,Clothing,Idaho,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,Bank Transfer,Every 3 Months,2021-04-05 20:39:05.216722232,32.0,1.0
1642,1643,18.0,Male,Coat,Outerwear,Mississippi,M,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,PayPal,Fortnightly,2021-04-06 03:23:29.899974352,70.0,16.0
1643,1644,38.0,Male,Scarf,Accessories,Ohio,L,Pink,Summer,3.9,No,2-Day Shipping,Yes,Yes,PayPal,Monthly,2021-04-06 10:07:54.583226464,77.0,18.5
1644,1645,68.0,Male,Coat,Outerwear,Idaho,S,Beige,Summer,3.9,No,Next Day Air,Yes,Yes,Debit Card,Monthly,2021-04-06 16:52:19.266478584,90.0,21.0
1645,1646,53.0,Male,Scarf,Accessories,Ohio,L,Green,Summer,2.8,No,Standard,Yes,Yes,Venmo,Every 3 Months,2021-04-06 23:36:43.949730696,36.0,36.0
1646,1647,58.0,Male,Handbag,Accessories,Nebraska,S,Silver,Summer,3.7,No,Standard,Yes,Yes,Bank Transfer,Every 3 Months,2021-04-07 06:21:08.632982816,77.0,20.0
1647,1648,34.0,Male,Boots,Footwear,Hawaii,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,Debit Card,Quarterly,2021-04-07 13:05:33.316234928,78.0,8.0
1648,1649,36.0,Male,Pants,Clothing,Oklahoma,M,Gray,Summer,2.6,No,Express,Yes,Yes,Credit Card,Monthly,2021-04-07 19:49:57.999487048,66.86180836707152,22.0
1649,1650,58.0,Male,T-shirt,Clothing,Wisconsin,M,White,Summer,4.9,No,Free Shipping,Yes,Yes,Credit Card,Quarterly,2021-04-08 02:34:22.682739160,63.0,3.0
1650,1651,60.0,Male,Scarf,Accessories,Arkansas,M,Silver,Winter,3.4,No,Next Day Air,Yes,Yes,Credit Card,Fortnightly,2021-04-08 09:18:47.365991280,66.86180836707152,22.5
1651,1652,59.0,Male,Coat,Outerwear,Texas,M,Blue,Winter,3.9,No,Standard,Yes,Yes,Debit Card,Monthly,2021-04-08 16:03:12.049243392,66.86180836707152,42.0
1652,1653,65.0,Male,Sweater,Clothing,New Mexico,M,Orange,Summer,4.0,No,Next Day Air,Yes,Yes,Bank Transfer,Fortnightly,2021-04-08 22:47:36.732495512,35.0,1.0
1653,1654,44.022402159244265,Male,Belt,Accessories,Colorado,L,Silver,Winter,3.0,No,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly,2021-04-09 05:32:01.415747624,93.0,29.0
1654,1655,43.0,Male,Belt,Accessories,Idaho,L,Gray,Spring,2.6,No,Store Pickup,Yes,Yes,Credit Card,Quarterly,2021-04-09 12:16:26.098999744,25.0,14.0
1655,1656,37.0,Male,Sweater,Clothing,Arizona,L,Gold,Spring,3.2,No,Next Day Air,Yes,Yes,PayPal,Monthly,2021-04-09 19:00:50.782251856,81.0,4.0
1656,1657,44.022402159244265,Male,Blouse,Clothing,Indiana,L,Brown,Spring,2.6,No,2-Day Shipping,Yes,Yes,PayPal,Every 3 Months,2021-04-09 19:00:50.782251856,42.0,41.0
1657,1658,69.0,Male,Skirt,Clothing,Indiana,L,Turquoise,Spring,3.2,No,Store Pickup,Yes,Yes,Debit Card,Bi-Weekly,2021-04-10 08:29:40.148756088,36.0,4.0
1658,1659,32.0,Male,Jewelry,Accessories,Alaska,S,Pink,Spring,4.1,No,Store Pickup,Yes,Yes,Cash,Weekly,2021-04-10 15:14:04.832008208,66.0,47.0
1659,1660,44.022402159244265,Not Specified,Gloves,Accessories,Idaho,M,Black,Fall,3.9,No,Next Day Air,Yes,Yes,Venmo,Annually,2021-04-10 21:58:29.515260320,37.0,44.0
1660,1661,59.0,Male,T-shirt,Clothing,Louisiana,L,Yellow,Winter,4.1,No,Standard,Yes,Yes,Venmo,Monthly,2021-04-11 04:42:54.198512440,45.0,37.0
1661,1662,64.0,Male,Gloves,Accessories,Iowa,S,Beige,Summer,2.7,No,2-Day Shipping,Yes,Yes,Debit Card,Quarterly,2021-04-11 11:27:18.881764552,86.0,21.0
1662,1663,63.0,Male,Sunglasses,Accessories,New Mexico,M,Olive,Winter,4.6,No,Free Shipping,Yes,Yes,Debit Card,Fortnightly,2021-04-11 18:11:43.565016672,24.0,46.0
1663,1664,43.0,Male,Shirt,Clothing,Maine,XL,Gold,Summer,3.5,No,Standard,Yes,Yes,Cash,Bi-Weekly,2021-04-12 00:56:08.248268784,22.0,1.0
1664,1665,19.0,Male,Handbag,Accessories,Minnesota,M,Purple,Spring,5.0,No,Next Day Air,Yes,Yes,PayPal,Weekly,2021-04-12 07:40:32.931520904,66.86180836707152,35.0
1665,1666,40.0,Male,Jacket,Outerwear,New Mexico,L,Pink,Fall,3.4,No,Next Day Air,Yes,Yes,Venmo,Monthly,2021-04-12 07:40:32.931520904,41.0,49.0
1666,1667,51.0,Male,Skirt,Clothing,Idaho,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,PayPal,Annually,2021-04-12 21:09:22.298025136,64.0,47.0
1667,1668,51.0,Male,Handbag,Accessories,Oklahoma,L,Brown,Winter,3.4,No,2-Day Shipping,Yes,Yes,Bank Transfer,Every 3 Months,2021-04-13 03:53:46.981277248,40.0,24.0
1668,1669,66.0,Male,Blouse,Clothing,Utah,L,Charcoal,Summer,4.0,No,Standard,Yes,Yes,Debit Card,Fortnightly,2021-04-13 10:38:11.664529368,33.0,28.0
1669,1670,42.0,Male,T-shirt,Clothing,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,Bank Transfer,Quarterly,2021-04-13 17:22:36.347781480,59.0,22.0
1670,1671,22.0,Male,Pants,Clothing,Utah,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,Cash,Weekly,2021-04-14 00:07:01.031033600,73.0,20.0
1671,1672,31.0,Male,Hoodie,Clothing,Utah,M,Olive,Winter,4.0,No,Free Shipping,Yes,Yes,Bank Transfer,Weekly,2021-04-14 06:51:25.714285712,22.0,17.5
1672,1673,44.022402159244265,Male,Boots,Footwear,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,Venmo,Quarterly,2021-04-14 13:35:50.397537824,73.0,15.0
1673,1674,21.0,Male,Blouse,Clothing,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,Venmo,Bi-Weekly,2021-04-14 20:20:15.080789944,62.0,12.5
1674,1675,35.0,Male,Coat,Outerwear,Alaska,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,Debit Card,Fortnightly,2021-04-15 03:04:39.764042056,56.0,10.0
1675,1676,35.0,Male,Pants,Clothing,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,Credit Card,Annually,2021-04-15 09:49:04.447294176,90.0,21.0
1676,1677,27.0,Male,Sunglasses,Accessories,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,Bank Transfer,Weekly,2021-04-15 16:33:29.130546288,44.0,34.0
1677,1678,65.0,Male,Jeans,Clothing,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,Debit Card,Weekly,2021-04-15 23:17:53.813798408,35.0,41.0
1678,1679,41.0,Male,Pants,Clothing,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,Venmo,Fortnightly,2021-04-16 06:02:18.497050520,71.0,30.0
1679,1680,60.0,Male,Dress,Clothing,Massachusetts,S,Black,Fall,4.5,No,Next Day Air,No,No,Debit Card,Bi-Weekly,2021-04-16 12:46:43.180302640,52.0,24.0
1680,1681,61.0,Male,Shoes,Footwear,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,No,Credit Card,Annually,2021-04-16 19:31:07.863554752,37.0,6.0
1681,1682,24.0,Male,Sneakers,Footwear,Virginia,L,Green,Winter,3.7,No,2-Day Shipping,No,No,Credit Card,Bi-Weekly,2021-04-17 02:15:32.546806872,95.0,14.0
1682,1683,65.0,Not Specified,Socks,Clothing,New York,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,Credit Card,Bi-Weekly,2021-04-17 08:59:57.230058984,97.0,37.0
1683,1684,23.0,Male,Coat,Outerwear,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,No,Venmo,Quarterly,2021-04-17 15:44:21.913311104,57.0,37.0
1684,1685,30.0,Male,Shirt,Clothing,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,PayPal,Weekly,2021-04-17 22:28:46.596563216,93.0,28.0
1685,1686,33.0,Male,Blouse,Clothing,Minnesota,M,Pink,Winter,4.6,No,Standard,No,No,PayPal,Bi-Weekly,2021-04-18 05:13:11.279815336,48.0,43.0
1686,1687,22.0,Male,Gloves,Accessories,Illinois,L,Red,Fall,4.2,No,Store Pickup,No,No,Cash,Annually,2021-04-18 11:57:35.963067448,75.0,25.0
1687,1688,67.0,Male,Skirt,Clothing,Georgia,S,Magenta,Winter,3.7,No,Free Shipping,No,No,PayPal,Annually,2021-04-18 18:42:00.646319568,70.0,4.0
1688,1689,28.0,Male,Handbag,Accessories,Mississippi,S,Peach,Winter,3.0,No,Next Day Air,No,No,Venmo,Fortnightly,2021-04-19 01:26:25.329571680,26.0,18.0
1689,1690,32.0,Male,Shirt,Clothing,North Carolina,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,Bank Transfer,Monthly,2021-04-19 08:10:50.012823800,73.0,32.0
1690,1691,40.0,Male,Coat,Outerwear,Nevada,M,Black,Summer,3.2,No,Free Shipping,No,No,Cash,Annually,2021-04-19 14:55:14.696075912,30.0,1.0
1691,1692,44.022402159244265,Male,Shoes,Footwear,Connecticut,L,Blue,Summer,3.5,No,Next Day Air,No,No,Cash,Annually,2021-04-19 21:39:39.379328032,61.0,4.0
1692,1693,56.0,Male,Handbag,Accessories,Utah,M,Beige,Winter,2.6,No,Standard,No,No,Cash,Bi-Weekly,2021-04-20 04:24:04.062580144,75.0,33.0
1693,1694,63.0,Male,Jacket,Outerwear,Tennessee,XL,Olive,Fall,4.9,No,Standard,No,No,Bank Transfer,Fortnightly,2021-04-20 11:08:28.745832264,88.0,45.0
1694,1695,20.0,Male,Shirt,Clothing,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,No,Debit Card,Fortnightly,2021-04-20 17:52:53.429084376,67.0,20.0
